Review,Answer
Take  this  class  if  you  like  American  History  or  want  to  experiment  with  history  in  general  .  It  feels  great  to  know  this  era  so  much  in  depth  .,Satisfied
Take  this  class  if  you  like  American  History  or  want  to  experiment  with  history  in  general  .  It  feels  great  to  know  this  era  so  much  in  depth  .,Satisfied
Take  this  class  if  you  like  American  History  or  want  to  experiment  with  history  in  general  .  It  feels  great  to  know  this  era  so  much  in  depth  .,Satisfied
Dov  is  da  man  .,Satisfied
Dov  is  da  man  .,Neither Satisfied Nor Dissatisfied
Dov  is  da  man  .,Satisfied
stay  up  on  your  reading  !,Neither Satisfied Nor Dissatisfied
stay  up  on  your  reading  !,Neither Satisfied Nor Dissatisfied
stay  up  on  your  reading  !,Neither Satisfied Nor Dissatisfied
Easiest  grading  I  've  ever  seen  .,Neither Satisfied Nor Dissatisfied
Easiest  grading  I  've  ever  seen  .,Satisfied
Easiest  grading  I  've  ever  seen  .,Satisfied
"If  you  do  n't  have  to  take  this  course  ,  I  would  not  recommend  it  .  ",Dissatisfied
"If  you  do  n't  have  to  take  this  course  ,  I  would  not  recommend  it  .  ",Dissatisfied
"If  you  do  n't  have  to  take  this  course  ,  I  would  not  recommend  it  .  ",Dissatisfied
"___  is  the  best  !  As  for  the  tests  ,  be  very  specific  in  tying  together  the  concepts  with  examples  from  the  texts  .  ",Satisfied
"___  is  the  best  !  As  for  the  tests  ,  be  very  specific  in  tying  together  the  concepts  with  examples  from  the  texts  .  ",Satisfied
"___  is  the  best  !  As  for  the  tests  ,  be  very  specific  in  tying  together  the  concepts  with  examples  from  the  texts  .  ",Satisfied
"take  this  class  with  mitch  !  but  do  n't  expect  to  be  talking  about  bruce  the  whole  time  it  's  about  his  music  ,  not  him  .  ",Satisfied
"take  this  class  with  mitch  !  but  do  n't  expect  to  be  talking  about  bruce  the  whole  time  it  's  about  his  music  ,  not  him  .  ",Satisfied
"take  this  class  with  mitch  !  but  do  n't  expect  to  be  talking  about  bruce  the  whole  time  it  's  about  his  music  ,  not  him  .  ",Satisfied
stay  up  to  date  on  your  readings  and  read  the  NY  times  !,Neither Satisfied Nor Dissatisfied
stay  up  to  date  on  your  readings  and  read  the  NY  times  !,Neither Satisfied Nor Dissatisfied
stay  up  to  date  on  your  readings  and  read  the  NY  times  !,Neither Satisfied Nor Dissatisfied
"If  you  do  n't  mind  exploring  a  variety  of  issues  instead  of  looking  more  deeply  into  a  few  ,  this  course  is  a  great  choice  !  ",Satisfied
"If  you  do  n't  mind  exploring  a  variety  of  issues  instead  of  looking  more  deeply  into  a  few  ,  this  course  is  a  great  choice  !  ",Satisfied
"If  you  do  n't  mind  exploring  a  variety  of  issues  instead  of  looking  more  deeply  into  a  few  ,  this  course  is  a  great  choice  !  ",Satisfied
___  makes  this  course  worthwhile  .  Easy  to  ___  this  class  .,Satisfied
___  makes  this  course  worthwhile  .  Easy  to  ___  this  class  .,Satisfied
___  makes  this  course  worthwhile  .  Easy  to  ___  this  class  .,Satisfied
Easy  course  for  a  ___  .  Interesting  lectures  .,Satisfied
Easy  course  for  a  ___  .  Interesting  lectures  .,Neither Satisfied Nor Dissatisfied
Easy  course  for  a  ___  .  Interesting  lectures  .,Satisfied
Stop  and  drop  whatever  you  're  doing  and  take  this  course  .  It  is  da  best  .,Satisfied
Stop  and  drop  whatever  you  're  doing  and  take  this  course  .  It  is  da  best  .,Satisfied
Stop  and  drop  whatever  you  're  doing  and  take  this  course  .  It  is  da  best  .,Satisfied
"Take  this  course  ,  but  be  prepared  for  a  lot  of  work  !  ",Satisfied
"Take  this  course  ,  but  be  prepared  for  a  lot  of  work  !  ",Satisfied
"Take  this  course  ,  but  be  prepared  for  a  lot  of  work  !  ",Neither Satisfied Nor Dissatisfied
Easy  way  to  fulfill  distribution  requirement,Satisfied
Easy  way  to  fulfill  distribution  requirement,Satisfied
Easy  way  to  fulfill  distribution  requirement,Satisfied
"If  you  do  n't  mind  the  fact  that  it  's  extremely  extremely  difficult  to  get  a  good  grade  ,  you  should  take  it  .  And  you  should  be  fully  invested  in  it  as  much  as  possible  .  ",Neither Satisfied Nor Dissatisfied
"If  you  do  n't  mind  the  fact  that  it  's  extremely  extremely  difficult  to  get  a  good  grade  ,  you  should  take  it  .  And  you  should  be  fully  invested  in  it  as  much  as  possible  .  ",Satisfied
"If  you  do  n't  mind  the  fact  that  it  's  extremely  extremely  difficult  to  get  a  good  grade  ,  you  should  take  it  .  And  you  should  be  fully  invested  in  it  as  much  as  possible  .  ",Satisfied
Super  interesting  and  worthwhile  .  Great  lecturer  and  pertinent  material  .,Satisfied
Super  interesting  and  worthwhile  .  Great  lecturer  and  pertinent  material  .,Satisfied
Super  interesting  and  worthwhile  .  Great  lecturer  and  pertinent  material  .,Satisfied
"Take  this  course  ,  especially  if  you  know  nothing  about  Japan  .  Fascinating  material  ,  amazing  lectures  .  ",Satisfied
"Take  this  course  ,  especially  if  you  know  nothing  about  Japan  .  Fascinating  material  ,  amazing  lectures  .  ",Satisfied
"Take  this  course  ,  especially  if  you  know  nothing  about  Japan  .  Fascinating  material  ,  amazing  lectures  .  ",Satisfied
Eh,Neither Satisfied Nor Dissatisfied
Eh,Neither Satisfied Nor Dissatisfied
Eh,Dissatisfied
"If  you  do  the  readings  ,  you  'll  probably  enjoy  it  .  ",Neither Satisfied Nor Dissatisfied
"If  you  do  the  readings  ,  you  'll  probably  enjoy  it  .  ",Satisfied
"If  you  do  the  readings  ,  you  'll  probably  enjoy  it  .  ",Neither Satisfied Nor Dissatisfied
"Take  this  course  ,  go  to  EVERY  SINGLE  LECTURE  ,  and  try  to  do  the  reading  (  but  if  you  ca  n't  it  's  not  crucial  )  .  Make  study  groups  before  the  exams  to  cover  each  week  .  ",Satisfied
"Take  this  course  ,  go  to  EVERY  SINGLE  LECTURE  ,  and  try  to  do  the  reading  (  but  if  you  ca  n't  it  's  not  crucial  )  .  Make  study  groups  before  the  exams  to  cover  each  week  .  ",Satisfied
"Take  this  course  ,  go  to  EVERY  SINGLE  LECTURE  ,  and  try  to  do  the  reading  (  but  if  you  ca  n't  it  's  not  crucial  )  .  Make  study  groups  before  the  exams  to  cover  each  week  .  ",Satisfied
___  this  class  .,Neither Satisfied Nor Dissatisfied
___  this  class  .,Neither Satisfied Nor Dissatisfied
___  this  class  .,Neither Satisfied Nor Dissatisfied
Sure  !,Satisfied
Sure  !,Satisfied
Sure  !,Satisfied
-,Neither Satisfied Nor Dissatisfied
-,Neither Satisfied Nor Dissatisfied
-,Neither Satisfied Nor Dissatisfied
If  you  enjoy  Professor  ___  's  classes  this  one  is  excellent  .  She  uses  current  events  to  discuss  the  topics  and  this  make  the  class  even  more  interesting  .,Satisfied
If  you  enjoy  Professor  ___  's  classes  this  one  is  excellent  .  She  uses  current  events  to  discuss  the  topics  and  this  make  the  class  even  more  interesting  .,Satisfied
If  you  enjoy  Professor  ___  's  classes  this  one  is  excellent  .  She  uses  current  events  to  discuss  the  topics  and  this  make  the  class  even  more  interesting  .,Satisfied
"Take  this  course  ,  just  know  it  entails  a  lot  of  work  .  ",Neither Satisfied Nor Dissatisfied
"Take  this  course  ,  just  know  it  entails  a  lot  of  work  .  ",Neither Satisfied Nor Dissatisfied
"Take  this  course  ,  just  know  it  entails  a  lot  of  work  .  ",Satisfied
"Take  ___  classes  ,  she  's  a  great  woman  .  ",Satisfied
"Take  ___  classes  ,  she  's  a  great  woman  .  ",Satisfied
"Take  ___  classes  ,  she  's  a  great  woman  .  ",Satisfied
3  hour  lectures  are  not  a  real  way  to  learn  .  But  Barry  is  very  supportive  to  any  student  expressing  interest  .,Neither Satisfied Nor Dissatisfied
3  hour  lectures  are  not  a  real  way  to  learn  .  But  Barry  is  very  supportive  to  any  student  expressing  interest  .,Neither Satisfied Nor Dissatisfied
3  hour  lectures  are  not  a  real  way  to  learn  .  But  Barry  is  very  supportive  to  any  student  expressing  interest  .,Neither Satisfied Nor Dissatisfied
"Take  this  course  ,  professor  kruse  is  awesome  and  the  topic  is  really  interesting  .  ",Satisfied
"Take  this  course  ,  professor  kruse  is  awesome  and  the  topic  is  really  interesting  .  ",Satisfied
"Take  this  course  ,  professor  kruse  is  awesome  and  the  topic  is  really  interesting  .  ",Satisfied
Take  diligent  notes  and  look  at  the  problem  set  before  going  to  lecture  .,Neither Satisfied Nor Dissatisfied
Take  diligent  notes  and  look  at  the  problem  set  before  going  to  lecture  .,Neither Satisfied Nor Dissatisfied
Take  diligent  notes  and  look  at  the  problem  set  before  going  to  lecture  .,Neither Satisfied Nor Dissatisfied
"If  you  enter  with  a  strong  interest  in  Afghan  affairs  ,  this  course  might  be  very  rewarding  .  Also  ,  do  not  be  taken  aback  by  the  4  expensive  pequod  packets  -  you  do  n't  need  to  buy  them  .  ",Satisfied
"If  you  enter  with  a  strong  interest  in  Afghan  affairs  ,  this  course  might  be  very  rewarding  .  Also  ,  do  not  be  taken  aback  by  the  4  expensive  pequod  packets  -  you  do  n't  need  to  buy  them  .  ",Satisfied
"If  you  enter  with  a  strong  interest  in  Afghan  affairs  ,  this  course  might  be  very  rewarding  .  Also  ,  do  not  be  taken  aback  by  the  4  expensive  pequod  packets  -  you  do  n't  need  to  buy  them  .  ",Neither Satisfied Nor Dissatisfied
"Take  if  for  the  interest  ,  but  may  be  a  bit  bored  if  taken  psych  course  before  .  Highly  recommend  ",Satisfied
"Take  if  for  the  interest  ,  but  may  be  a  bit  bored  if  taken  psych  course  before  .  Highly  recommend  ",Satisfied
"Take  if  for  the  interest  ,  but  may  be  a  bit  bored  if  taken  psych  course  before  .  Highly  recommend  ",Satisfied
"A  decent  class  .  Lectures  were  fine  .  However  ,  the  assignments  were  long  ,  tedious  ,  unenlightening  ,  and  sometimes  arbitrarily  graded  .  ",Neither Satisfied Nor Dissatisfied
"A  decent  class  .  Lectures  were  fine  .  However  ,  the  assignments  were  long  ,  tedious  ,  unenlightening  ,  and  sometimes  arbitrarily  graded  .  ",Satisfied
"A  decent  class  .  Lectures  were  fine  .  However  ,  the  assignments  were  long  ,  tedious  ,  unenlightening  ,  and  sometimes  arbitrarily  graded  .  ",Neither Satisfied Nor Dissatisfied
Take  this  course  !,Satisfied
Take  this  course  !,Satisfied
Take  this  course  !,Satisfied
"If  you  ever  plan  to  make  a  decision  in  your  life  ,  or  hope  to  influence  someone  else  's  decision  ,  you  should  take  this  course  before  you  graduate  from  Princeton  .  ",Satisfied
"If  you  ever  plan  to  make  a  decision  in  your  life  ,  or  hope  to  influence  someone  else  's  decision  ,  you  should  take  this  course  before  you  graduate  from  Princeton  .  ",Satisfied
"If  you  ever  plan  to  make  a  decision  in  your  life  ,  or  hope  to  influence  someone  else  's  decision  ,  you  should  take  this  course  before  you  graduate  from  Princeton  .  ",Satisfied
"Take  if  you  want  a  straightforward  ,  easy  ,  and  somewhat  enjoyable  class  .  ",Satisfied
"Take  if  you  want  a  straightforward  ,  easy  ,  and  somewhat  enjoyable  class  .  ",Satisfied
"Take  if  you  want  a  straightforward  ,  easy  ,  and  somewhat  enjoyable  class  .  ",Satisfied
Take  this  course  !,Satisfied
Take  this  course  !,Satisfied
Take  this  course  !,Satisfied
"A  good  ,  interesting  course  .  ",Satisfied
"A  good  ,  interesting  course  .  ",Satisfied
"A  good  ,  interesting  course  .  ",Satisfied
TAKE  IT,Satisfied
TAKE  IT,Satisfied
TAKE  IT,Satisfied
"If  you  have  a  basic  interest  in  global  justice  ,  this  would  probably  be  an  appropriate  class  for  you  to  take  .  ",Neither Satisfied Nor Dissatisfied
"If  you  have  a  basic  interest  in  global  justice  ,  this  would  probably  be  an  appropriate  class  for  you  to  take  .  ",Satisfied
"If  you  have  a  basic  interest  in  global  justice  ,  this  would  probably  be  an  appropriate  class  for  you  to  take  .  ",Satisfied
Take  this  course  !  !  !  ___  relevant  for  living  in  today  's  world  and  understanding  what  's  going  on  when  you  read  or  watch  the  news  .  ___  is  one  of  the  best  lecturers  I  've  had  here  .,Satisfied
Take  this  course  !  !  !  ___  relevant  for  living  in  today  's  world  and  understanding  what  's  going  on  when  you  read  or  watch  the  news  .  ___  is  one  of  the  best  lecturers  I  've  had  here  .,Satisfied
Take  this  course  !  !  !  ___  relevant  for  living  in  today  's  world  and  understanding  what  's  going  on  when  you  read  or  watch  the  news  .  ___  is  one  of  the  best  lecturers  I  've  had  here  .,Satisfied
A  good  class  .  Can  be  a  lot  of  work  but  very  interesting  .  ___  is  a  good  lecturer  .,Satisfied
A  good  class  .  Can  be  a  lot  of  work  but  very  interesting  .  ___  is  a  good  lecturer  .,Satisfied
A  good  class  .  Can  be  a  lot  of  work  but  very  interesting  .  ___  is  a  good  lecturer  .,Satisfied
TAKE  IT,Satisfied
TAKE  IT,Satisfied
TAKE  IT,Neither Satisfied Nor Dissatisfied
"Take  this  course  !  But  avoid  having  Prof.  ___  as  your  preceptor  !  While  a  great  mind  ,  she  is  terrible  at  running  precept  and  generally  bad  at  communicating  with  students  .  ",Satisfied
"Take  this  course  !  But  avoid  having  Prof.  ___  as  your  preceptor  !  While  a  great  mind  ,  she  is  terrible  at  running  precept  and  generally  bad  at  communicating  with  students  .  ",Neither Satisfied Nor Dissatisfied
"Take  this  course  !  But  avoid  having  Prof.  ___  as  your  preceptor  !  While  a  great  mind  ,  she  is  terrible  at  running  precept  and  generally  bad  at  communicating  with  students  .  ",Dissatisfied
"Eh  ,  it  's  a  requirement  .  ",Neither Satisfied Nor Dissatisfied
"Eh  ,  it  's  a  requirement  .  ",Dissatisfied
"Eh  ,  it  's  a  requirement  .  ",Neither Satisfied Nor Dissatisfied
Take  it,Neither Satisfied Nor Dissatisfied
Take  it,Satisfied
Take  it,Satisfied
Take  this  course  !  But  do  ALL  of  the  reading  .  The  final  exam  in  tough  so  start  it  early  .,Satisfied
Take  this  course  !  But  do  ALL  of  the  reading  .  The  final  exam  in  tough  so  start  it  early  .,Satisfied
Take  this  course  !  But  do  ALL  of  the  reading  .  The  final  exam  in  tough  so  start  it  early  .,Satisfied
"Enjoy  the  lectures  because  they  are  very  interesting  ,  and  also  do  not  be  afraid  to  participate  in  the  debates  in  precept  because  you  will  get  much  more  out  of  it  .  ",Satisfied
"Enjoy  the  lectures  because  they  are  very  interesting  ,  and  also  do  not  be  afraid  to  participate  in  the  debates  in  precept  because  you  will  get  much  more  out  of  it  .  ",Satisfied
"Enjoy  the  lectures  because  they  are  very  interesting  ,  and  also  do  not  be  afraid  to  participate  in  the  debates  in  precept  because  you  will  get  much  more  out  of  it  .  ",Satisfied
"If  you  have  a  remote  interest  in  American  History  you  absolutely  have  to  take  this  class  .  Do  yourself  a  favor  ,  because  you  will  learn  a  ton  that  you  probably  did  n't  know  without  killing  yourself  with  work  .  ",Satisfied
"If  you  have  a  remote  interest  in  American  History  you  absolutely  have  to  take  this  class  .  Do  yourself  a  favor  ,  because  you  will  learn  a  ton  that  you  probably  did  n't  know  without  killing  yourself  with  work  .  ",Satisfied
"If  you  have  a  remote  interest  in  American  History  you  absolutely  have  to  take  this  class  .  Do  yourself  a  favor  ,  because  you  will  learn  a  ton  that  you  probably  did  n't  know  without  killing  yourself  with  work  .  ",Satisfied
Take  it,Satisfied
Take  it,Satisfied
Take  it,Satisfied
"Take  this  course  !  I  think  it  has  been  my  favorite  course  at  Princeton  ,  and  I  would  definitely  recommend  it  to  anyone  !  ",Satisfied
"Take  this  course  !  I  think  it  has  been  my  favorite  course  at  Princeton  ,  and  I  would  definitely  recommend  it  to  anyone  !  ",Satisfied
"Take  this  course  !  I  think  it  has  been  my  favorite  course  at  Princeton  ,  and  I  would  definitely  recommend  it  to  anyone  !  ",Satisfied
"If  you  have  an  interest  in  Christianity  ,  take  it  !  Keep  an  open  mind  ,  be  prepared  to  be  offended  ,  and  always  aim  to  question  your  views  instead  of  accepting  them  blindly  .  ",Satisfied
"If  you  have  an  interest  in  Christianity  ,  take  it  !  Keep  an  open  mind  ,  be  prepared  to  be  offended  ,  and  always  aim  to  question  your  views  instead  of  accepting  them  blindly  .  ",Satisfied
"If  you  have  an  interest  in  Christianity  ,  take  it  !  Keep  an  open  mind  ,  be  prepared  to  be  offended  ,  and  always  aim  to  question  your  views  instead  of  accepting  them  blindly  .  ",Satisfied
"Ethics  is  based  on  extremely  relevant  topics  in  politics  today  .  It  is  a  reading  heavy  load  ,  but  is  definitely  worth  it  .  I  recommend  it  to  anyone  who  enjoys  debates  and  morally  complicated  isues  .  ",Satisfied
"Ethics  is  based  on  extremely  relevant  topics  in  politics  today  .  It  is  a  reading  heavy  load  ,  but  is  definitely  worth  it  .  I  recommend  it  to  anyone  who  enjoys  debates  and  morally  complicated  isues  .  ",Satisfied
"Ethics  is  based  on  extremely  relevant  topics  in  politics  today  .  It  is  a  reading  heavy  load  ,  but  is  definitely  worth  it  .  I  recommend  it  to  anyone  who  enjoys  debates  and  morally  complicated  isues  .  ",Satisfied
TAKE  IT,Satisfied
TAKE  IT,Satisfied
TAKE  IT,Satisfied
Take  this  course  !  It  's  fascinating  to  critically  analyze  the  bible  and  Christianity  by  seeing  its  formation  and  influences  over  the  centuries  .,Satisfied
Take  this  course  !  It  's  fascinating  to  critically  analyze  the  bible  and  Christianity  by  seeing  its  formation  and  influences  over  the  centuries  .,Satisfied
Take  this  course  !  It  's  fascinating  to  critically  analyze  the  bible  and  Christianity  by  seeing  its  formation  and  influences  over  the  centuries  .,Satisfied
"If  you  have  any  interest  at  all  about  how  the  court  and  the  laws  shape  our  understanding  and  the  functioning  of  law  today  ,  please  take  this  class  .  ",Satisfied
"If  you  have  any  interest  at  all  about  how  the  court  and  the  laws  shape  our  understanding  and  the  functioning  of  law  today  ,  please  take  this  class  .  ",Neither Satisfied Nor Dissatisfied
"If  you  have  any  interest  at  all  about  how  the  court  and  the  laws  shape  our  understanding  and  the  functioning  of  law  today  ,  please  take  this  class  .  ",Satisfied
"Even  though  Barry  does  n't  check  if  you  've  done  the  reading  ,  do  it  because  it  's  fascinating  ",Satisfied
"Even  though  Barry  does  n't  check  if  you  've  done  the  reading  ,  do  it  because  it  's  fascinating  ",Satisfied
"Even  though  Barry  does  n't  check  if  you  've  done  the  reading  ,  do  it  because  it  's  fascinating  ",Neither Satisfied Nor Dissatisfied
A  good  course  for  an  SA  requirement  .,Satisfied
A  good  course  for  an  SA  requirement  .,Satisfied
A  good  course  for  an  SA  requirement  .,Satisfied
Take  this  course  !  It  is  a  nice  course  to  balance  out  a  full  schedule  .  If  found  the  readings  and  lecturers  enjoyable  and  I  feel  that  I  really  did  learn  a  lot  .,Satisfied
Take  this  course  !  It  is  a  nice  course  to  balance  out  a  full  schedule  .  If  found  the  readings  and  lecturers  enjoyable  and  I  feel  that  I  really  did  learn  a  lot  .,Satisfied
Take  this  course  !  It  is  a  nice  course  to  balance  out  a  full  schedule  .  If  found  the  readings  and  lecturers  enjoyable  and  I  feel  that  I  really  did  learn  a  lot  .,Satisfied
Take  it,Satisfied
Take  it,Satisfied
Take  it,Satisfied
Everybody  should  take  this  point  at  some  point  .  Professor  Gregory  is  a  great  lecturer  .  This  course  really  makes  you  think  about  the  topics  outside  of  the  classroom  .,Satisfied
Everybody  should  take  this  point  at  some  point  .  Professor  Gregory  is  a  great  lecturer  .  This  course  really  makes  you  think  about  the  topics  outside  of  the  classroom  .,Satisfied
Everybody  should  take  this  point  at  some  point  .  Professor  Gregory  is  a  great  lecturer  .  This  course  really  makes  you  think  about  the  topics  outside  of  the  classroom  .,Satisfied
"If  you  have  any  interest  in  economic  policy  making  or  general  ethics  ,  take  this  class  .  Even  if  you  do  n't  ,  if  you  want  to  take  a  perfectly  taught  and  organized  class  -  look  to  Professor  Leonard  .  ",Satisfied
"If  you  have  any  interest  in  economic  policy  making  or  general  ethics  ,  take  this  class  .  Even  if  you  do  n't  ,  if  you  want  to  take  a  perfectly  taught  and  organized  class  -  look  to  Professor  Leonard  .  ",Satisfied
"If  you  have  any  interest  in  economic  policy  making  or  general  ethics  ,  take  this  class  .  Even  if  you  do  n't  ,  if  you  want  to  take  a  perfectly  taught  and  organized  class  -  look  to  Professor  Leonard  .  ",Satisfied
Take  this  course  !  It  is  not  a  small  amount  of  work  but  it  is  so  interesting  and  makes  you  consider  your  own  identity  and  how  you  approach  the  world  .  A  course  I  will  not  forget  quickly  .,Satisfied
Take  this  course  !  It  is  not  a  small  amount  of  work  but  it  is  so  interesting  and  makes  you  consider  your  own  identity  and  how  you  approach  the  world  .  A  course  I  will  not  forget  quickly  .,Satisfied
Take  this  course  !  It  is  not  a  small  amount  of  work  but  it  is  so  interesting  and  makes  you  consider  your  own  identity  and  how  you  approach  the  world  .  A  course  I  will  not  forget  quickly  .,Satisfied
take  it,Satisfied
take  it,Satisfied
take  it,Neither Satisfied Nor Dissatisfied
"Everyone  says  Prof.  Gregory  is  amazing  ,  I  did  n't  think  so  .  Shop  the  class  and  decide  for  yourself  .  ",Dissatisfied
"Everyone  says  Prof.  Gregory  is  amazing  ,  I  did  n't  think  so  .  Shop  the  class  and  decide  for  yourself  .  ",Neither Satisfied Nor Dissatisfied
"Everyone  says  Prof.  Gregory  is  amazing  ,  I  did  n't  think  so  .  Shop  the  class  and  decide  for  yourself  .  ",Dissatisfied
"A  good  course  in  ethics  .  Builds  on  intro  micro  (  ECO  100  )  .  Good  capstone  course  in  economics  ,  as  it  draws  from  so  many  different  fields  (  micro  ,  behavioral  ,  etc  .  )  .  ",Satisfied
"A  good  course  in  ethics  .  Builds  on  intro  micro  (  ECO  100  )  .  Good  capstone  course  in  economics  ,  as  it  draws  from  so  many  different  fields  (  micro  ,  behavioral  ,  etc  .  )  .  ",Satisfied
"A  good  course  in  ethics  .  Builds  on  intro  micro  (  ECO  100  )  .  Good  capstone  course  in  economics  ,  as  it  draws  from  so  many  different  fields  (  micro  ,  behavioral  ,  etc  .  )  .  ",Satisfied
"If  you  have  any  interest  in  economics  ,  and  politics  ,  ___  is  an  absolute  treat  .  She  is  one  of  the  best  lecturers  in  the  entire  department  ,  and  cares  more  than  any  other  Professor  I  know  .  ",Satisfied
"If  you  have  any  interest  in  economics  ,  and  politics  ,  ___  is  an  absolute  treat  .  She  is  one  of  the  best  lecturers  in  the  entire  department  ,  and  cares  more  than  any  other  Professor  I  know  .  ",Satisfied
"If  you  have  any  interest  in  economics  ,  and  politics  ,  ___  is  an  absolute  treat  .  She  is  one  of  the  best  lecturers  in  the  entire  department  ,  and  cares  more  than  any  other  Professor  I  know  .  ",Satisfied
Take  this  course  !  It  was  my  favorite  class,Satisfied
Take  this  course  !  It  was  my  favorite  class,Satisfied
Take  this  course  !  It  was  my  favorite  class,Satisfied
A  good  pick  for  the  asian  requirement  in  the  HIS  department  .  I  would  not  have  taken  it  otherwise  .,Neither Satisfied Nor Dissatisfied
A  good  pick  for  the  asian  requirement  in  the  HIS  department  .  I  would  not  have  taken  it  otherwise  .,Satisfied
A  good  pick  for  the  asian  requirement  in  the  HIS  department  .  I  would  not  have  taken  it  otherwise  .,Satisfied
TAKE  IT,Satisfied
TAKE  IT,Satisfied
TAKE  IT,Satisfied
Everyone  should  take  this  class  !  It  's  a  little  more  work  but  totally  worth  it  .  Professor  Bass  is  awesome  and  each  lecture  was  awesome  .,Satisfied
Everyone  should  take  this  class  !  It  's  a  little  more  work  but  totally  worth  it  .  Professor  Bass  is  awesome  and  each  lecture  was  awesome  .,Satisfied
Everyone  should  take  this  class  !  It  's  a  little  more  work  but  totally  worth  it  .  Professor  Bass  is  awesome  and  each  lecture  was  awesome  .,Satisfied
"If  you  have  any  interest  in  modern  Japan  ,  take  it  .  ",Satisfied
"If  you  have  any  interest  in  modern  Japan  ,  take  it  .  ",Satisfied
"If  you  have  any  interest  in  modern  Japan  ,  take  it  .  ",Satisfied
A  great  class  that  i  really  enjoyed,Satisfied
A  great  class  that  i  really  enjoyed,Satisfied
A  great  class  that  i  really  enjoyed,Satisfied
Take  this  course  !  It  was  very  interesting  and  made  you  defend  (  and  perhaps  change  )  your  views  on  the  world  .,Satisfied
