Review,Answer
"A  little  interesting  ,  somewhat  strange  analysis  occurs  though  .  ",Neither Satisfied Nor Dissatisfied
"A  little  interesting  ,  somewhat  strange  analysis  occurs  though  .  ",Neither Satisfied Nor Dissatisfied
"A  little  interesting  ,  somewhat  strange  analysis  occurs  though  .  ",Neither Satisfied Nor Dissatisfied
Take  this  class  .,Neither Satisfied Nor Dissatisfied
Take  this  class  .,Satisfied
Take  this  class  .,Satisfied
A  must  take  !  !  !  !,Satisfied
A  must  take  !  !  !  !,Satisfied
A  must  take  !  !  !  !,Satisfied
Take  this  class  .,Satisfied
Take  this  class  .,Satisfied
Take  this  class  .,Satisfied
A  nice  class  to  ___  .,Satisfied
A  nice  class  to  ___  .,Satisfied
A  nice  class  to  ___  .,Neither Satisfied Nor Dissatisfied
Take  this  class  .,Satisfied
Take  this  class  .,Satisfied
Take  this  class  .,Satisfied
absolutely  do  it  .  just  make  sure  you  read  EVERYTHING  .,Satisfied
absolutely  do  it  .  just  make  sure  you  read  EVERYTHING  .,Satisfied
absolutely  do  it  .  just  make  sure  you  read  EVERYTHING  .,Satisfied
"Absolutely  take  if  it  is  offered  .  You  have  to  commit  time  to  it  ,  but  it  will  be  so  rewarding  .  ",Satisfied
"Absolutely  take  if  it  is  offered  .  You  have  to  commit  time  to  it  ,  but  it  will  be  so  rewarding  .  ",Satisfied
"Absolutely  take  if  it  is  offered  .  You  have  to  commit  time  to  it  ,  but  it  will  be  so  rewarding  .  ",Satisfied
"Absolutely  take  it  ,  and  do  n't  drop  it  if  you  're  not  excited  by  the  first  few  films  .  My  favorite  class  at  Princeton  so  far  .  ",Satisfied
"Absolutely  take  it  ,  and  do  n't  drop  it  if  you  're  not  excited  by  the  first  few  films  .  My  favorite  class  at  Princeton  so  far  .  ",Satisfied
"Absolutely  take  it  ,  and  do  n't  drop  it  if  you  're  not  excited  by  the  first  few  films  .  My  favorite  class  at  Princeton  so  far  .  ",Satisfied
TAKE  THIS  CLASS  .,Satisfied
TAKE  THIS  CLASS  .,Satisfied
TAKE  THIS  CLASS  .,Satisfied
"Take  this  class  .  Gleason  is  one  of  the  best  (  if  not  the  best  )  lecturers  at  Princeton  ,  and  it  's  not  as  if  reading  the  books  is  a  drag  either  .  ",Satisfied
"Take  this  class  .  Gleason  is  one  of  the  best  (  if  not  the  best  )  lecturers  at  Princeton  ,  and  it  's  not  as  if  reading  the  books  is  a  drag  either  .  ",Satisfied
"Take  this  class  .  Gleason  is  one  of  the  best  (  if  not  the  best  )  lecturers  at  Princeton  ,  and  it  's  not  as  if  reading  the  books  is  a  drag  either  .  ",Satisfied
Absolutely  take  it  !,Satisfied
Absolutely  take  it  !,Satisfied
Absolutely  take  it  !,Satisfied
Take  this  class  .  I  almost  decided  to  major  in  English  because  of  this  class  .,Satisfied
Take  this  class  .  I  almost  decided  to  major  in  English  because  of  this  class  .,Satisfied
Take  this  class  .  I  almost  decided  to  major  in  English  because  of  this  class  .,Satisfied
ABSOLUTELY  TAKE  IT  !  Even  if  you  do  n't  like  modern  music  !,Satisfied
ABSOLUTELY  TAKE  IT  !  Even  if  you  do  n't  like  modern  music  !,Satisfied
ABSOLUTELY  TAKE  IT  !  Even  if  you  do  n't  like  modern  music  !,Satisfied
TAKE  THIS  CLASS  .  It  is  the  best  .,Satisfied
TAKE  THIS  CLASS  .  It  is  the  best  .,Satisfied
TAKE  THIS  CLASS  .  It  is  the  best  .,Satisfied
"Absolutely  take  it  !  The  work  and  reading  is  of  moderate  quantity  and  always  relevant  .  Engaging  professor  ,  great  material  .  ",Satisfied
"Absolutely  take  it  !  The  work  and  reading  is  of  moderate  quantity  and  always  relevant  .  Engaging  professor  ,  great  material  .  ",Satisfied
"Absolutely  take  it  !  The  work  and  reading  is  of  moderate  quantity  and  always  relevant  .  Engaging  professor  ,  great  material  .  ",Satisfied
"TAKE  THIS  CLASS  .  Nietzsche  's  philosophy  is  interesting  ,  and  ___  is  the  best  .  ",Satisfied
"TAKE  THIS  CLASS  .  Nietzsche  's  philosophy  is  interesting  ,  and  ___  is  the  best  .  ",Satisfied
"TAKE  THIS  CLASS  .  Nietzsche  's  philosophy  is  interesting  ,  and  ___  is  the  best  .  ",Satisfied
"Absolutely  take  it  .  A  fun  ,  interesting  ,  engaging  class  -  you  wo  n't  regret  it  .  ",Satisfied
"Absolutely  take  it  .  A  fun  ,  interesting  ,  engaging  class  -  you  wo  n't  regret  it  .  ",Satisfied
"Absolutely  take  it  .  A  fun  ,  interesting  ,  engaging  class  -  you  wo  n't  regret  it  .  ",Satisfied
Take  this  class  .  Professor  Fuss  is  awesome  and  the  films  that  we  watch  are  also  great  .  I  highly  recommend  this  class,Satisfied
Take  this  class  .  Professor  Fuss  is  awesome  and  the  films  that  we  watch  are  also  great  .  I  highly  recommend  this  class,Satisfied
Take  this  class  .  Professor  Fuss  is  awesome  and  the  films  that  we  watch  are  also  great  .  I  highly  recommend  this  class,Satisfied
Absolutely  take  this  course  .  But  choose  a  better  movie  at  the  end  of  the  semester  .  Good  Will  Hunting  !  !,Satisfied
Absolutely  take  this  course  .  But  choose  a  better  movie  at  the  end  of  the  semester  .  Good  Will  Hunting  !  !,Satisfied
Absolutely  take  this  course  .  But  choose  a  better  movie  at  the  end  of  the  semester  .  Good  Will  Hunting  !  !,Satisfied
Take  this  class  .  Stress-free  and  you  learn  so  much  and  meet  great  people  !,Satisfied
Take  this  class  .  Stress-free  and  you  learn  so  much  and  meet  great  people  !,Satisfied
Take  this  class  .  Stress-free  and  you  learn  so  much  and  meet  great  people  !,Satisfied
amazing  class  .  you  learn  a  lot  and  the  professor  is  fantastic,Satisfied
amazing  class  .  you  learn  a  lot  and  the  professor  is  fantastic,Satisfied
amazing  class  .  you  learn  a  lot  and  the  professor  is  fantastic,Satisfied
AMAZING  TAKE  THIS  IF  YOU  CAN,Satisfied
AMAZING  TAKE  THIS  IF  YOU  CAN,Satisfied
AMAZING  TAKE  THIS  IF  YOU  CAN,Satisfied
Take  this  class  .  You  will  be  so  glad  you  did  .,Satisfied
Take  this  class  .  You  will  be  so  glad  you  did  .,Satisfied
Take  this  class  .  You  will  be  so  glad  you  did  .,Satisfied
An  absolute  must  .,Satisfied
An  absolute  must  .,Satisfied
An  absolute  must  .,Satisfied
"Take  this  class  as  a  ___  ,  it  'll  be  fairly  light  on  the  workload  and  will  give  you  a  nice  ,  refreshing  break  from  your  other  boring  classes  .  ",Satisfied
"Take  this  class  as  a  ___  ,  it  'll  be  fairly  light  on  the  workload  and  will  give  you  a  nice  ,  refreshing  break  from  your  other  boring  classes  .  ",Satisfied
"Take  this  class  as  a  ___  ,  it  'll  be  fairly  light  on  the  workload  and  will  give  you  a  nice  ,  refreshing  break  from  your  other  boring  classes  .  ",Satisfied
TAKE  THIS  CLASS  BECAUSE  JEFF  IS  AN  AMAZING  PERSON  .,Satisfied
TAKE  THIS  CLASS  BECAUSE  JEFF  IS  AN  AMAZING  PERSON  .,Satisfied
TAKE  THIS  CLASS  BECAUSE  JEFF  IS  AN  AMAZING  PERSON  .,Satisfied
"An  enjoyable  ,  thought-provoking  class  with  interesting  lectures  .  ",Satisfied
"An  enjoyable  ,  thought-provoking  class  with  interesting  lectures  .  ",Satisfied
"An  enjoyable  ,  thought-provoking  class  with  interesting  lectures  .  ",Satisfied
Take  this  class  if  you  're  interested  in  the  subject  .  Do  n't  think  it  's  an  easy  art  class  though  .,Satisfied
Take  this  class  if  you  're  interested  in  the  subject  .  Do  n't  think  it  's  an  easy  art  class  though  .,Satisfied
Take  this  class  if  you  're  interested  in  the  subject  .  Do  n't  think  it  's  an  easy  art  class  though  .,Satisfied
Take  this  class  if  you  enjoy  watching  movies  and  learning  about  them  .,Satisfied
Take  this  class  if  you  enjoy  watching  movies  and  learning  about  them  .,Satisfied
Take  this  class  if  you  enjoy  watching  movies  and  learning  about  them  .,Satisfied
TAKE  THIS  CLASS  OR  ANY  (  OR  ALL  )  OF  PROFESSOR  GLEASON  'S  CLASSES  .,Satisfied
TAKE  THIS  CLASS  OR  ANY  (  OR  ALL  )  OF  PROFESSOR  GLEASON  'S  CLASSES  .,Satisfied
TAKE  THIS  CLASS  OR  ANY  (  OR  ALL  )  OF  PROFESSOR  GLEASON  'S  CLASSES  .,Satisfied
Take  this  class  whether  or  not  you  will  be  a  philosophy  major  .  It  's  awesome  in  every  single  aspect  .,Satisfied
Take  this  class  whether  or  not  you  will  be  a  philosophy  major  .  It  's  awesome  in  every  single  aspect  .,Satisfied
Take  this  class  whether  or  not  you  will  be  a  philosophy  major  .  It  's  awesome  in  every  single  aspect  .,Satisfied
Take  this  class  with  friends  with  whom  you  can  discuss  the  material  ;  do  not  count  on  the  class  or  precept  discussion  to  be  particularly  stimulating  .,Dissatisfied
Take  this  class  with  friends  with  whom  you  can  discuss  the  material  ;  do  not  count  on  the  class  or  precept  discussion  to  be  particularly  stimulating  .,Neither Satisfied Nor Dissatisfied
Take  this  class  with  friends  with  whom  you  can  discuss  the  material  ;  do  not  count  on  the  class  or  precept  discussion  to  be  particularly  stimulating  .,Neither Satisfied Nor Dissatisfied
"An  enjoyable  and  interesting  course  .  It  was  rather  large  ,  but  the  precepts  were  great  .  ",Satisfied
"An  enjoyable  and  interesting  course  .  It  was  rather  large  ,  but  the  precepts  were  great  .  ",Satisfied
"An  enjoyable  and  interesting  course  .  It  was  rather  large  ,  but  the  precepts  were  great  .  ",Satisfied
"Take  this  course  -  you  will  have  a  great  time  ,  and  actually  learn  some  cool  stuff  about  American  bestsellers  through  history  .  ",Satisfied
"Take  this  course  -  you  will  have  a  great  time  ,  and  actually  learn  some  cool  stuff  about  American  bestsellers  through  history  .  ",Satisfied
"Take  this  course  -  you  will  have  a  great  time  ,  and  actually  learn  some  cool  stuff  about  American  bestsellers  through  history  .  ",Satisfied
TAKE  THIS  COURSE  !,Satisfied
TAKE  THIS  COURSE  !,Satisfied
TAKE  THIS  COURSE  !,Satisfied
An  enormous  workload-  but  it  's  possible  and  entirely  worth  it  .  That  's  all  that  matters  .  Do  n't  take  it  if  you  're  looking  for  an  easy  course  with  light  reading  .,Satisfied
An  enormous  workload-  but  it  's  possible  and  entirely  worth  it  .  That  's  all  that  matters  .  Do  n't  take  it  if  you  're  looking  for  an  easy  course  with  light  reading  .,Satisfied
An  enormous  workload-  but  it  's  possible  and  entirely  worth  it  .  That  's  all  that  matters  .  Do  n't  take  it  if  you  're  looking  for  an  easy  course  with  light  reading  .,Satisfied
"An  excellent  P/D/F  course  if  you  're  willing  to  attend  all  the  lectures  .  Generally  interesting  ,  professor  is  an  engaging  lecturer  ,  readings  are  very  manageable  .  ",Satisfied
"An  excellent  P/D/F  course  if  you  're  willing  to  attend  all  the  lectures  .  Generally  interesting  ,  professor  is  an  engaging  lecturer  ,  readings  are  very  manageable  .  ",Satisfied
"An  excellent  P/D/F  course  if  you  're  willing  to  attend  all  the  lectures  .  Generally  interesting  ,  professor  is  an  engaging  lecturer  ,  readings  are  very  manageable  .  ",Satisfied
An  interesting  analysis  of  what  constitutes  children  's  literature  as  well  as  of  the  deeper  qualities  and  interpretations  of  this  type  of  literature  .,Satisfied
An  interesting  analysis  of  what  constitutes  children  's  literature  as  well  as  of  the  deeper  qualities  and  interpretations  of  this  type  of  literature  .,Satisfied
An  interesting  analysis  of  what  constitutes  children  's  literature  as  well  as  of  the  deeper  qualities  and  interpretations  of  this  type  of  literature  .,Satisfied
Take  this  course  !,Satisfied
Take  this  course  !,Satisfied
Take  this  course  !,Satisfied
Take  this  course  !,Satisfied
Take  this  course  !,Satisfied
Take  this  course  !,Satisfied
Take  this  course  !,Satisfied
Take  this  course  !,Satisfied
Take  this  course  !,Satisfied
"Anyone  who  is  looking  to  learn  more  about  the  Roman  Republic  should  take  this  course  .  For  those  who  are  interested  in  history  ,  it  is  well  worth  the  time  .  ",Satisfied
"Anyone  who  is  looking  to  learn  more  about  the  Roman  Republic  should  take  this  course  .  For  those  who  are  interested  in  history  ,  it  is  well  worth  the  time  .  ",Satisfied
"Anyone  who  is  looking  to  learn  more  about  the  Roman  Republic  should  take  this  course  .  For  those  who  are  interested  in  history  ,  it  is  well  worth  the  time  .  ",Satisfied
Take  this  course  !,Satisfied
Take  this  course  !,Satisfied
Take  this  course  !,Satisfied
"Take  this  course  !  ,  even  if  you  are  an  English  major  and  you  feel  like  you  'should  '  be  reading  'literature  '  rather  than  best  sellers  or  genre  work  .  ",Satisfied
"Take  this  course  !  ,  even  if  you  are  an  English  major  and  you  feel  like  you  'should  '  be  reading  'literature  '  rather  than  best  sellers  or  genre  work  .  ",Satisfied
"Take  this  course  !  ,  even  if  you  are  an  English  major  and  you  feel  like  you  'should  '  be  reading  'literature  '  rather  than  best  sellers  or  genre  work  .  ",Satisfied
Take  this  course  !  !,Satisfied
Take  this  course  !  !,Satisfied
Take  this  course  !  !,Satisfied
Take  this  course  !  !  !  you  will  feel  that  you  are  so  enriched  after  this,Satisfied
Take  this  course  !  !  !  you  will  feel  that  you  are  so  enriched  after  this,Satisfied
Take  this  course  !  !  !  you  will  feel  that  you  are  so  enriched  after  this,Satisfied
"Take  this  course  !  !  You  'll  never  experience  anything  else  quite  like  it  .  And  let  's  face  it  ,  who  does  n't  want  to  read  Harry  Potter  for  class  ?  ",Satisfied
"Take  this  course  !  !  You  'll  never  experience  anything  else  quite  like  it  .  And  let  's  face  it  ,  who  does  n't  want  to  read  Harry  Potter  for  class  ?  ",Satisfied
"Take  this  course  !  !  You  'll  never  experience  anything  else  quite  like  it  .  And  let  's  face  it  ,  who  does  n't  want  to  read  Harry  Potter  for  class  ?  ",Satisfied
"Take  this  course  !  And  take  it  seriously  ,  it  's  great  material  and  not  just  a  joke  class  .  ",Satisfied
"Take  this  course  !  And  take  it  seriously  ,  it  's  great  material  and  not  just  a  joke  class  .  ",Satisfied
"Take  this  course  !  And  take  it  seriously  ,  it  's  great  material  and  not  just  a  joke  class  .  ",Satisfied
Anyone  with  an  interest  in  classical  music  will  enjoy  this  course  .  It  is  very  enjoyable  and  by  no  means  an  overwhelming  amount  of  reading  or  written  work  .,Satisfied
Anyone  with  an  interest  in  classical  music  will  enjoy  this  course  .  It  is  very  enjoyable  and  by  no  means  an  overwhelming  amount  of  reading  or  written  work  .,Satisfied
Anyone  with  an  interest  in  classical  music  will  enjoy  this  course  .  It  is  very  enjoyable  and  by  no  means  an  overwhelming  amount  of  reading  or  written  work  .,Satisfied
Take  this  course  !  It  's  for  students  who  want  to  improve  their  technical  skill  .  I  feel  that  I  improved  my  drawing  skills  tremendously  .,Satisfied
Take  this  course  !  It  's  for  students  who  want  to  improve  their  technical  skill  .  I  feel  that  I  improved  my  drawing  skills  tremendously  .,Satisfied
Take  this  course  !  It  's  for  students  who  want  to  improve  their  technical  skill  .  I  feel  that  I  improved  my  drawing  skills  tremendously  .,Satisfied
Anything  with  Gleason  is  perfect  .,Satisfied
Anything  with  Gleason  is  perfect  .,Satisfied
Anything  with  Gleason  is  perfect  .,Satisfied
"Take  this  course  !  It  's  really  awesome  .  Do  the  readings  ,  engage  ,  and  you  'll  get  a  good  grade  .  Awesome  material  that  's  surprisingly  quite  relevant  .  ",Satisfied
"Take  this  course  !  It  's  really  awesome  .  Do  the  readings  ,  engage  ,  and  you  'll  get  a  good  grade  .  Awesome  material  that  's  surprisingly  quite  relevant  .  ",Satisfied
"Take  this  course  !  It  's  really  awesome  .  Do  the  readings  ,  engage  ,  and  you  'll  get  a  good  grade  .  Awesome  material  that  's  surprisingly  quite  relevant  .  ",Satisfied
"Aristotle  is  n't  actually  that  interesting  but  Morison  's  enthusiasm  makes  this  class  worth  your  time  .  If  you  have  no  background  in  philosophy  ,  this  class  is  a  pretty  fun  introduction  .  ",Satisfied
"Aristotle  is  n't  actually  that  interesting  but  Morison  's  enthusiasm  makes  this  class  worth  your  time  .  If  you  have  no  background  in  philosophy  ,  this  class  is  a  pretty  fun  introduction  .  ",Satisfied
"Aristotle  is  n't  actually  that  interesting  but  Morison  's  enthusiasm  makes  this  class  worth  your  time  .  If  you  have  no  background  in  philosophy  ,  this  class  is  a  pretty  fun  introduction  .  ",Satisfied
"At  the  very  least  ,  you  will  have  seen  some  of  the  best  films  ever  made  by  the  end  of  the  course  .  ",Neither Satisfied Nor Dissatisfied
"At  the  very  least  ,  you  will  have  seen  some  of  the  best  films  ever  made  by  the  end  of  the  course  .  ",Neither Satisfied Nor Dissatisfied
"At  the  very  least  ,  you  will  have  seen  some  of  the  best  films  ever  made  by  the  end  of  the  course  .  ",Satisfied
Take  this  course  !  It  is  so  amazing  .,Satisfied
Take  this  course  !  It  is  so  amazing  .,Satisfied
Take  this  course  !  It  is  so  amazing  .,Satisfied
Attend  all  the  lectures  because  they  are  all  amazing  !,Satisfied
Attend  all  the  lectures  because  they  are  all  amazing  !,Satisfied
Attend  all  the  lectures  because  they  are  all  amazing  !,Satisfied
"Attend  lectures  because  they  're  great  ,  do  you  readings  because  you  need  to  do  well  on  the  exam  ,  start  your  papers  ahead  of  time  so  that  you  do  n't  have  to  kill  yourself  .  ",Satisfied
"Attend  lectures  because  they  're  great  ,  do  you  readings  because  you  need  to  do  well  on  the  exam  ,  start  your  papers  ahead  of  time  so  that  you  do  n't  have  to  kill  yourself  .  ",Satisfied
"Attend  lectures  because  they  're  great  ,  do  you  readings  because  you  need  to  do  well  on  the  exam  ,  start  your  papers  ahead  of  time  so  that  you  do  n't  have  to  kill  yourself  .  ",Satisfied
Take  this  course  !  Just  remember  that  it  is  n't  a  blow  off  class  !,Satisfied
Take  this  course  !  Just  remember  that  it  is  n't  a  blow  off  class  !,Satisfied
Take  this  course  !  Just  remember  that  it  is  n't  a  blow  off  class  !,Satisfied
"Attend  the  lectures  --  they  're  amazing  ,  and  will  be  really  helpful  on  the  final  !  ",Satisfied
"Attend  the  lectures  --  they  're  amazing  ,  and  will  be  really  helpful  on  the  final  !  ",Satisfied
"Attend  the  lectures  --  they  're  amazing  ,  and  will  be  really  helpful  on  the  final  !  ",Satisfied
"TAKE  THIS  COURSE  !  Or  any  course  by  Gleason  .  This  one  was  particularly  awesome  ,  though  .  ",Satisfied
"TAKE  THIS  COURSE  !  Or  any  course  by  Gleason  .  This  one  was  particularly  awesome  ,  though  .  ",Satisfied
"TAKE  THIS  COURSE  !  Or  any  course  by  Gleason  .  This  one  was  particularly  awesome  ,  though  .  ",Satisfied
"Attend  the  lectures  ,  because  Professor  Flower  really  gives  you  the  need-to-know  stuff  out  of  Potter  ,  because  that  reading  was  just  dense  and  pretty  tedious  .  ",Dissatisfied
"Attend  the  lectures  ,  because  Professor  Flower  really  gives  you  the  need-to-know  stuff  out  of  Potter  ,  because  that  reading  was  just  dense  and  pretty  tedious  .  ",Neither Satisfied Nor Dissatisfied
"Attend  the  lectures  ,  because  Professor  Flower  really  gives  you  the  need-to-know  stuff  out  of  Potter  ,  because  that  reading  was  just  dense  and  pretty  tedious  .  ",Neither Satisfied Nor Dissatisfied
Take  this  course  .,Satisfied
Take  this  course  .,Satisfied
Take  this  course  .,Satisfied
"Awesome  .  The  workload  is  fair  ,  not  strenuous  ,  and  you  will  find  that  you  genuinely  enjoy  the  readings  and  class  discussions  .  ",Satisfied
"Awesome  .  The  workload  is  fair  ,  not  strenuous  ,  and  you  will  find  that  you  genuinely  enjoy  the  readings  and  class  discussions  .  ",Satisfied
"Awesome  .  The  workload  is  fair  ,  not  strenuous  ,  and  you  will  find  that  you  genuinely  enjoy  the  readings  and  class  discussions  .  ",Satisfied
Take  this  course  .,Neither Satisfied Nor Dissatisfied
Take  this  course  .,Satisfied
Take  this  course  .,Satisfied
"Awesome  course  ,  Professor  ___  is  great  !  ",Satisfied
"Awesome  course  ,  Professor  ___  is  great  !  ",Satisfied
"Awesome  course  ,  Professor  ___  is  great  !  ",Satisfied
"Awesome  course  !  Definitely  take  it  .  Professor  Mitchell  is  a  stud  and  if  you  are  interested  in  English  ,  this  class  is  a  must  .  ",Satisfied
"Awesome  course  !  Definitely  take  it  .  Professor  Mitchell  is  a  stud  and  if  you  are  interested  in  English  ,  this  class  is  a  must  .  ",Satisfied
"Awesome  course  !  Definitely  take  it  .  Professor  Mitchell  is  a  stud  and  if  you  are  interested  in  English  ,  this  class  is  a  must  .  ",Satisfied
Awesome  course  .  Gleason  is  amazing  and  you  ca  n't  go  wrong  with  these  books  .  Good  as  a  ___  class  too  .,Satisfied
Awesome  course  .  Gleason  is  amazing  and  you  ca  n't  go  wrong  with  these  books  .  Good  as  a  ___  class  too  .,Satisfied
Awesome  course  .  Gleason  is  amazing  and  you  ca  n't  go  wrong  with  these  books  .  Good  as  a  ___  class  too  .,Satisfied
Take  this  course  .,Satisfied
Take  this  course  .,Satisfied
Take  this  course  .,Satisfied
Take  this  course  .  It  's  an  easy  LA  for  engineers  and  it  's  actually  incredibly  interesting  .,Satisfied
Take  this  course  .  It  's  an  easy  LA  for  engineers  and  it  's  actually  incredibly  interesting  .,Satisfied
Take  this  course  .  It  's  an  easy  LA  for  engineers  and  it  's  actually  incredibly  interesting  .,Satisfied
Take  this  course  .  It  's  been  a  life  changing  experience  .,Satisfied
Take  this  course  .  It  's  been  a  life  changing  experience  .,Satisfied
Take  this  course  .  It  's  been  a  life  changing  experience  .,Satisfied
Awesome  lectures,Satisfied
Awesome  lectures,Satisfied
Awesome  lectures,Satisfied
Take  this  course  .  It  is  very  interesting  .,Satisfied
Take  this  course  .  It  is  very  interesting  .,Satisfied
Take  this  course  .  It  is  very  interesting  .,Satisfied
"Be  prepared  for  a  decent  amount  of  reading  ,  but  the  workload  is  not  very  high  otherwise  .  ",Satisfied
"Be  prepared  for  a  decent  amount  of  reading  ,  but  the  workload  is  not  very  high  otherwise  .  ",Neither Satisfied Nor Dissatisfied
"Be  prepared  for  a  decent  amount  of  reading  ,  but  the  workload  is  not  very  high  otherwise  .  ",Neither Satisfied Nor Dissatisfied
Be  prepared  for  fantastically  intriguing  and  humorous  lectures  coupled  with  a  heavy  reading  load  that  will  be  nearly  impossible  to  keep  up  with  .  The  lectures  are  worth  it  though  .,Satisfied
Be  prepared  for  fantastically  intriguing  and  humorous  lectures  coupled  with  a  heavy  reading  load  that  will  be  nearly  impossible  to  keep  up  with  .  The  lectures  are  worth  it  though  .,Satisfied
Be  prepared  for  fantastically  intriguing  and  humorous  lectures  coupled  with  a  heavy  reading  load  that  will  be  nearly  impossible  to  keep  up  with  .  The  lectures  are  worth  it  though  .,Satisfied
be  prepared  to  do  a  lot  of  close  readings  !,Neither Satisfied Nor Dissatisfied
be  prepared  to  do  a  lot  of  close  readings  !,Neither Satisfied Nor Dissatisfied
be  prepared  to  do  a  lot  of  close  readings  !,Neither Satisfied Nor Dissatisfied
